Region-String,Group-String,RestaurantID-Integer,RestaurantName-String,City-String,Zip-Integer,State-String,Latitude-Double,Longitude-Double,Timezone-Integer,DaylightSavings-Integer,GeoPoint-String,UseRow-String,Owner-String,Capacity-Integer,Type-String,PicturePath-String,Createdate-String,IsActive-String,IsUpdated-String
Region-4,Group-1,542,LA STRADA RESTAURANT,Fort Oglethorpe,30742,GA,34.948979,-85.25212,-5,1,"34.948979,-85.25212",Yes,,99,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,543,THE NIPPON CLUB,Adel,31620,GA,31.133004,-83.42736,-5,1,"31.133004,-83.42736",Yes,,74,American,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,544,SUTTON CAFE RESTAURANT,Jacksonville,32206,FL,30.351006,-81.64664,-5,1,"30.351006,-81.64664",Yes,,150,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,545,WALTER'S BAR,Apopka,32703,FL,28.658395,-81.50319,-5,1,"28.658395,-81.50319",Yes,,76,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,546,SALVATORE AND LLOYD'S PIZZA,Key Biscayne,33149,FL,25.700966,-80.16195,-5,1,"25.700966,-80.16195",Yes,,86,Mexican,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,547,BEYOGLU,Tampa,33663,FL,27.871964,-82.438841,-5,1,"27.871964,-82.438841",Yes,,196,African,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,548,CHARLIE'S CORNER RESTAURANT & DELI,North Port,34287,FL,27.051075,-82.24417,-5,1,"27.051075,-82.24417",Yes,,107,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,549,CAFE BELLA VITA,Birmingham,35206,AL,33.568573,-86.72163,-6,1,"33.568573,-86.72163",Yes,,151,Asian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,550,ABSOLUTE BAGELS,Ider,35981,AL,34.717362,-85.65353,-6,1,"34.717362,-85.65353",Yes,,129,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,551,B.Q.E. CAFE BILLIARDS,Mobile,36604,AL,30.68164,-88.06676,-6,1,"30.68164,-88.06676",Yes,,82,Chinies,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,552,TAL BAGEL,Nashville,37228,TN,36.190205,-86.80078,-6,1,"36.190205,-86.80078",Yes,,135,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,553,TARTINE,Knoxville,37912,TN,36.008048,-83.97962,-5,1,"36.008048,-83.97962",Yes,,87,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,554,LUCYS,Prospect,38477,TN,35.040578,-86.98456,-6,1,"35.040578,-86.98456",Yes,,165,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,555,DOJO RESTAURANT,Georgetown,39078,MS,31.869093,-90.17798,-6,1,"31.869093,-90.17798",Yes,,125,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,556,GABRIEL'S BAR & RESTAURANT,Steens,39766,MS,33.615277,-88.31031,-6,1,"33.615277,-88.31031",Yes,,80,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,557,NUEVA VILLA CHINA RESTAURANT,Lexington,40589,KY,38.028269,-84.471505,-5,1,"38.028269,-84.471505",Yes,,74,American,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,558,JAIYA THAI ORIENTAL RESTAURANT,South Williamson,41503,KY,37.67059,-82.28465,-5,1,"37.67059,-82.28465",Yes,,88,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,559,BERGEN BEACH CAFE,Cleaton,42332,KY,37.251296,-87.09071,-6,1,"37.251296,-87.09071",Yes,,190,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,560,EL CANTINERO,Columbus,43270,OH,39.969036,-83.011389,-5,1,"39.969036,-83.011389",Yes,,149,Mexican,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,561,MOLLY'S,Hammondsville,43930,OH,40.566375,-80.76929,-5,1,"40.566375,-80.76929",Yes,,152,African,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,562,AMELIA'S DINER,North Bloomfield,44450,OH,41.449052,-80.81921,-5,1,"41.449052,-80.81921",Yes,,98,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,563,NATIONAL RESTAURANT & CATERING,Mount Orab,45154,OH,39.046589,-83.92245,-5,1,"39.046589,-83.92245",Yes,,143,Asian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,564,JACKSON HOUSE RESTAURANT,Amesville,45711,OH,39.429095,-81.94337,-5,1,"39.429095,-81.94337",Yes,,102,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,565,METROSTAR CAFE,Indianapolis,46260,IN,39.898107,-86.18232,-5,0,"39.898107,-86.18232",Yes,,164,Chinies,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,566,SCALINATELLA RESTAURANT,Greentown,46936,IN,40.482338,-85.94279,-5,0,"40.482338,-85.94279",Yes,,100,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,567,FRIEND'S TAVERN,Hamblen,47488,IN,39.246268,-86.163826,-5,0,"39.246268,-86.163826",Yes,,112,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,568,RINCON SALVADORENO RESTAURANT,Marysville,48040,MI,42.910198,-82.47973,-5,1,"42.910198,-82.47973",Yes,,126,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,569,LA NUEVA VICTORIA RESTAURANT,Lapeer,48446,MI,43.048777,-83.33073,-5,1,"43.048777,-83.33073",Yes,,82,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,570,AMSTERDAM BILLIARDS,Bellevue,49021,MI,42.447038,-85.04264,-5,1,"42.447038,-85.04264",Yes,,200,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,571,BUDDY'S BURRITO & TACO BAR,Cadillac,49601,MI,44.243788,-85.46006,-5,1,"44.243788,-85.46006",Yes,,86,American,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,572,DEMARCHELIER RESTAURANT,Blairsburg,50034,IA,42.490439,-93.64187,-6,1,"42.490439,-93.64187",Yes,,168,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,573,E.J LUNCHEONETTE,Ayrshire,50515,IA,43.023296,-94.85188,-6,1,"43.023296,-94.85188",Yes,,91,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,574,COURT SQUARE DINER,Aspinwall,51432,IA,41.911924,-95.135602,-6,1,"41.911924,-95.135602",Yes,,134,Mexican,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,575,V & S PIZZERIA OF SHEAPSHEAD BAY,Cedar Rapids,52401,IA,41.97545,-91.65912,-6,1,"41.97545,-91.65912",Yes,,189,African,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,576,DAVIS POLK DINING ROOM,Waukesha,53186,WI,43.015289,-88.20924,-6,1,"43.015289,-88.20924",Yes,,98,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,577,BELLA NAPOLI,Kickapoo,54052,WI,43.489717,-90.712433,-6,1,"43.489717,-90.712433",Yes,,115,Asian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,578,DOWN THE HATCH,Westby,54667,WI,43.656393,-90.85562,-6,1,"43.656393,-90.85562",Yes,,76,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,579,J.J. BUBBLES,Saint Paul,55133,MN,45.005902,-93.105869,-6,1,"45.005902,-93.105869",Yes,,190,Chinies,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,580,FITZGERALD'S PUB,Iron,55751,MN,47.405699,-92.63067,-6,1,"47.405699,-92.63067",Yes,,147,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,581,FAROS RESTAURANT,Ghent,56239,MN,44.515475,-95.89576,-6,1,"44.515475,-95.89576",Yes,,101,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,582,GUN POST LANES SNACK BAR,Solway,56678,MN,47.508863,-95.11397,-6,1,"47.508863,-95.11397",Yes,,175,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,583,PASTA LOVERS TRATTORIA,Hosmer,57448,SD,45.593008,-99.44937,-6,1,"45.593008,-99.44937",Yes,,141,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,584,DON GIOVANNI RESTAURANT,Lankin,58250,ND,48.288615,-98.00082,-6,1,"48.288615,-98.00082",Yes,,135,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,585,LOS TOLDOS RESTAURANT,Alexander,58831,ND,47.826449,-103.65916,-6,1,"47.826449,-103.65916",Yes,,129,American,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,586,EL MOLINO ROJO RESTAURANT,Anaconda,59711,MT,46.141686,-112.98902,-7,1,"46.141686,-112.98902",Yes,,108,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,587,SHABU TATSU,Wheaton,60187,IL,41.858279,-88.10904,-6,1,"41.858279,-88.10904",Yes,,119,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,588,TRIBECA GRILL,Papineau,60956,IL,40.966993,-87.716074,-6,1,"40.966993,-87.716074",Yes,,152,Mexican,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,589,POPEYES,Eureka,61530,IL,40.718228,-89.27153,-6,1,"40.718228,-89.27153",Yes,,90,African,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,590,C & B LUNCHEONETTE,Sorento,62086,IL,38.996375,-89.57044,-6,1,"38.996375,-89.57044",Yes,,168,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,591,SAN PIETRO,Herrin,62648,IL,37.803216,-89.058643,-6,1,"37.803216,-89.058643",Yes,,89,Asian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,592,INDO CHINE,Kimmswick,63053,MO,38.252726,-90.514875,-6,1,"38.252726,-90.514875",Yes,,105,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,593,GLEN PATRICK'S PUB,Pocahontas,63779,MO,37.500656,-89.639595,-6,1,"37.500656,-89.639595",Yes,,87,Chinies,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,594,MULDOON'S IRISH PUB & RESTAURANT,Rock Port,64482,MO,40.437038,-95.53297,-6,1,"40.437038,-95.53297",Yes,,173,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,595,GRANDSTAND TAVERN,Mid Missouri,65299,MO,38.903318,-92.102153,-6,1,"38.903318,-92.102153",Yes,,86,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,596,TONY'S PIZZA II,Kincaid,66039,KS,38.088951,-95.17473,-6,1,"38.088951,-95.17473",Yes,,121,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,597,MANETTA'S RISTORANTE,Dwight,66849,KS,38.877563,-96.58981,-6,1,"38.877563,-96.58981",Yes,,186,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,598,NIAGARA/ LOVERS OF TODAY/ SISTER MIDNIGHT,South Hutchinson,67505,KS,38.027185,-97.93976,-6,1,"38.027185,-97.93976",Yes,,187,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,599,SALVI RESTAURANT,Beaver Crossing,68313,NE,40.781788,-97.26849,-6,1,"40.781788,-97.26849",Yes,,89,American,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,600,TIBBETT DINER,Gibbon,68840,NE,40.754582,-98.86414,-6,1,"40.754582,-98.86414",Yes,,81,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,601,GARDEN OF EAT-IN,New Orleans,70130,LA,29.938005,-90.07195,-6,1,"29.938005,-90.07195",Yes,,150,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,602,CRONIN & PHELAN PUB & RESTAURANT,Lakeland,70752,LA,30.587852,-91.39994,-6,1,"30.587852,-91.39994",Yes,,119,Mexican,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,603,MOONSTRUCK EAST,Ball,71405,LA,31.415125,-92.394536,-6,1,"31.415125,-92.394536",Yes,,111,African,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,604,PASCALOU,Hunter,72074,AR,35.04369,-91.12029,-6,1,"35.04369,-91.12029",Yes,,147,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,605,TOMMASO RESTAURANT,Saffell,72572,AR,35.892646,-91.25768,-6,1,"35.892646,-91.25768",Yes,,192,Asian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,606,FRANK'S PIZZA RESTAURANT,Oklahoma City,73112,OK,35.517857,-97.57284,-6,1,"35.517857,-97.57284",Yes,,172,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,607,ABITINO'S PIZZA,Broken Arrow,74014,OK,36.053246,-95.70957,-6,1,"36.053246,-95.70957",Yes,,70,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,608,PICCOLO ANGOLO,Pickens,74752,OK,34.061674,-94.808868,-6,1,"34.061674,-94.808868",Yes,,95,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,609,BAR SIX,Dallas,75264,TX,32.767268,-96.777626,-6,1,"32.767268,-96.777626",Yes,,72,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,610,MATEUS RESTAURANT,Leona,75850,TX,31.134863,-95.93312,-6,1,"31.134863,-95.93312",Yes,,172,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,611,LUIGI'S RESTAURANT,Cross Plains,76443,TX,32.103546,-99.17874,-6,1,"32.103546,-99.17874",Yes,,99,American,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,612,MARUMI,Houston,77039,TX,29.909123,-95.33683,-6,1,"29.909123,-95.33683",Yes,,74,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,613,MEMBERS DINING ROOM @ THE MET MUSEUM,Pasadena,77502,TX,29.680079,-95.19966,-6,1,"29.680079,-95.19966",Yes,,150,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,614,THE RESTAURANT,Mineral,78125,TX,28.535247,-97.93937,-6,1,"28.535247,-97.93937",Yes,,76,Mexican,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,615,GINO'S PIZZA,Elgin,78621,TX,30.338279,-97.36611,-6,1,"30.338279,-97.36611",Yes,,86,African,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,616,THE END ZONE BAR,Amarillo,79165,TX,35.401475,-101.895089,-6,1,"35.401475,-101.895089",Yes,,196,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,617,FINE & SCHAPIRO,El Paso,79918,TX,31.831782,-106.390656,-7,1,"31.831782,-106.390656",Yes,,107,Asian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,618,E & L BAKERY & COFFEE SHOP,Ward,80481,CO,40.10613,-105.48044,-7,1,"40.10613,-105.48044",Yes,,151,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,619,CAROLINE'S ON BROADWAY,Pagosa Springs,81147,CO,37.241179,-107.11287,-7,1,"37.241179,-107.11287",Yes,,129,Chinies,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,620,WEMBLEY ATHLETIC CLUB,Rock Springs,82902,WY,41.631408,-108.963931,-7,1,"41.631408,-108.963931",Yes,,82,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,621,CULLEN'S TAVERN,Boise,83728,ID,43.459855,-116.243984,-7,1,"43.459855,-116.243984",Yes,,135,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,622,LA ISLA RESTAURANT,La Sal,84530,UT,38.236886,-109.15445,-7,1,"38.236886,-109.15445",Yes,,87,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,623,RUSSO'S ON THE BAY,Tortilla Flat,85290,AZ,33.276539,-112.18717,-7,0,"33.276539,-112.18717",Yes,,165,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,624,JING FONG RESTAURANT,Jerome,86331,AZ,34.74428,-112.14586,-7,0,"34.74428,-112.14586",Yes,,125,American,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,625,AMERICAN AIRLINES EMPLOYEE CAFETERIA,Liberty Grove,54310,WI,45.210664,-87.041244,-6,1,"45.210664,-87.041244",Yes,,80,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,626,BECCO,Maple,54854,WI,46.626518,-91.6952,-6,1,"46.626518,-91.6952",Yes,,74,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,627,RUDY'S BAR & Grill,Savage,55378,MN,44.761796,-93.3722,-6,1,"44.761796,-93.3722",Yes,,88,Mexican,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,628,AUSTINS ALE HOUSE,Pine Island,55963,MN,44.196932,-92.65482,-6,1,"44.196932,-92.65482",Yes,,190,African,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,629,COYOTE UGLY,Osakis,56360,MN,45.884771,-95.10486,-6,1,"45.884771,-95.10486",Yes,,149,Parsian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,630,PRIMA PASTA & CAFE,Olivet,57052,SD,43.29183,-97.7082,-6,1,"43.29183,-97.7082",Yes,,152,Asian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,631,GINO'S PIZZERIA RESTAURANT,Pollock,57648,SD,45.896895,-100.28995,-6,1,"45.896895,-100.28995",Yes,,98,Parsian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,632,TONY'S PIZZERIA & RESTAURANT,Dazey,58429,ND,47.201159,-98.13662,-6,1,"47.201159,-98.13662",Yes,,143,Chinies,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,633,THE GRAY MARE,Billings,59111,MT,45.978288,-108.194508,-7,1,"45.978288,-108.194508",Yes,,102,Indian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,634,WINCHESTERS PUB,Trout Creek,59874,MT,47.844268,-115.60569,-7,1,"47.844268,-115.60569",Yes,,164,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,635,CAFE CARDINI,Bedford Park,60499,IL,41.811929,-87.68732,-6,1,"41.811929,-87.68732",Yes,,100,Indian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,636,T-BONE DINER,Loves Park,61130,IL,42.325364,-89.170527,-6,1,"42.325364,-89.170527",Yes,,112,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,637,SUNRISE COFFEE SHOP,Ellsworth,61737,IL,40.450325,-88.72052,-6,1,"40.450325,-88.72052",Yes,,126,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,638,MY THREE SONS RESTAURANT,Basco,62313,IL,40.319528,-91.20483,-6,1,"40.319528,-91.20483",Yes,,77,American,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,639,CHICKEN DELICIOUS,Coello,62825,IL,37.996241,-89.06852,-6,1,"37.996241,-89.06852",Yes,,65,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,640,FELIX,Annada,63330,MO,39.257008,-90.82317,-6,1,"39.257008,-90.82317",Yes,,36,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,641,MIKE'S DONUTS,Blue Springs,64015,MO,39.016612,-94.2987,-6,1,"39.016612,-94.2987",Yes,,65,Mexican,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,642,ILDA'S PLACE II,Deerfield,64741,MO,37.825966,-94.55673,-6,1,"37.825966,-94.55673",Yes,,32,African,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,643,BROADWAY STATION,Winona,65588,MO,36.996441,-91.30515,-6,1,"36.996441,-91.30515",Yes,,41,Parsian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,644,PORTO PRINCE STAR RESTAURANT,Shawnee Mission,66286,KS,38.899901,-94.831991,-6,1,"38.899901,-94.831991",Yes,,77,Asian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,645,ALPHA DONUTS,Greensburg,67054,KS,37.590146,-99.29989,-6,1,"37.590146,-99.29989",Yes,,21,Parsian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,646,MCDONALD AVENUE DINER,Colby,67701,KS,39.394701,-101.04485,-6,1,"39.394701,-101.04485",Yes,,75,Chinies,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,647,FRANK'S PLACE,Syracuse,68446,NE,40.656899,-96.18201,-6,1,"40.656899,-96.18201",Yes,,26,Indian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,648,ELMHURST FAMOUS PIZZA,Benkelman,69021,NE,40.097723,-101.54055,-7,1,"40.097723,-101.54055",Yes,,30,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,649,OLYMPIC FLAME DINER,Bogalusa,70429,LA,30.83503,-90.037115,-6,1,"30.83503,-90.037115",Yes,,82,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,650,CARUSO PIZZERIA & RESTAURANT,Greenwood,71033,LA,32.453029,-93.99683,-6,1,"32.453029,-93.99683",Yes,,47,Indian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,651,JAVA RESTAURANT,Portland,71663,AR,33.236401,-91.47982,-6,1,"33.236401,-91.47982",Yes,,56,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,652,TEQUILLA SUNRISE,Little Rock,72217,AR,34.830158,-92.170174,-6,1,"34.830158,-92.170174",Yes,,48,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,653,PIZZA NOSH,Pea Ridge,72751,AR,36.460576,-94.13334,-6,1,"36.460576,-94.13334",Yes,,19,American,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,654,CARIDAD RESTAURANT,Springer,73458,OK,34.337522,-97.23958,-6,1,"34.337522,-97.23958",Yes,,52,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,655,THE STUMBLE INN,Tulsa,74152,OK,36.139826,-96.029725,-6,1,"36.139826,-96.029725",Yes,,74,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,656,ROSA'S PIZZA & PASTA,Carrollton,75008,TX,33.20743,-97.116282,-6,1,"33.20743,-97.116282",Yes,,89,Mexican,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,657,GOLDEN PIZZA,Gober,75443,TX,33.469719,-96.111103,-6,1,"33.469719,-96.111103",Yes,,50,African,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,658,JULES BISTRO,Euless,76040,TX,32.826172,-97.09721,-6,1,"32.826172,-97.09721",Yes,,92,Parsian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,659,LA CONTENTA OESTE,Richland,76618,TX,31.930849,-96.429154,-6,1,"31.930849,-96.429154",Yes,,33,Asian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,660,SMILER'S DELI,Houston,77244,TX,29.83399,-95.434241,-6,1,"29.83399,-95.434241",Yes,,72,Parsian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,661,MENDY'S,Lumberton,77657,TX,30.240473,-94.20172,-6,1,"30.240473,-94.20172",Yes,,46,Chinies,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,662,CARMINE'S,San Antonio,78278,TX,29.437532,-98.461582,-6,1,"29.437532,-98.461582",Yes,,90,Indian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,663,Coney Island Baby,Austin,78749,TX,30.216108,-97.85828,-6,1,"30.216108,-97.85828",Yes,,84,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,664,DELMONICO GOURMET,Wellman,79378,TX,33.037656,-102.44248,-6,1,"33.037656,-102.44248",Yes,,77,Indian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,665,RITMO'S 60,Aurora,80042,CO,39.80797,-104.407918,-7,1,"39.80797,-104.407918",Yes,,67,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,666,DA NICO RESTAURANT,Lindon,80740,CO,39.724528,-103.38353,-7,1,"39.724528,-103.38353",Yes,,24,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,667,LA DINASTIA,Mack,81525,CO,39.244427,-108.93781,-7,1,"39.244427,-108.93781",Yes,,39,American,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,668,CAFE LOUP,Weston,83286,ID,42.055593,-111.98144,-7,1,"42.055593,-111.98144",Yes,,64,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,669,CAFFE ROMA,Fruitland,84027,UT,40.156858,-110.95449,-7,1,"40.156858,-110.95449",Yes,,60,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,670,CHRISTINA'S RESTAURANT,Minersville,84752,UT,38.217377,-112.93204,-7,1,"38.217377,-112.93204",Yes,,69,Mexican,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,671,POLLOS A LA BRASA MARIO,Payson,85541,AZ,34.243578,-111.28137,-7,0,"34.243578,-111.28137",Yes,,77,African,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,672,ESS-A-BAGEL,Moriarty,87035,NM,35.001195,-105.99524,-7,1,"35.001195,-105.99524",Yes,,27,Parsian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,673,AUCTION HOUSE,Clovis,88101,NM,34.432846,-103.22589,-7,1,"34.432846,-103.22589",Yes,,58,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,674,ROYAL KING'S PIZZA,Las Vegas,89164,NV,35.927901,-114.972061,-8,1,"35.927901,-114.972061",Yes,,83,Indian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,675,CORNER CAFE AND BAKERY,Santa Monica,90421,CA,34.010328,-118.494107,-8,1,"34.010328,-118.494107",Yes,,92,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,676,MR. PHIL'S PIZZA,North Hollywood,91611,CA,33.786594,-118.298662,-8,1,"33.786594,-118.298662",Yes,,36,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,677,TEE DEE'S TAVERN,El Centro,92244,CA,32.79475,-115.692714,-8,1,"32.79475,-115.692714",Yes,,54,American,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,678,METRO DINER,Garden Grove,92846,CA,33.640302,-117.769442,-8,1,"33.640302,-117.769442",Yes,,33,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,679,PUGSLEY PIZZA,Badger,93603,CA,36.678073,-118.9601,-8,1,"36.678073,-118.9601",Yes,,22,Italian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,680,MONTEBELLO RESTAURANT,Sacramento,94246,CA,38.377411,-121.444429,-8,1,"38.377411,-121.444429",Yes,,35,Mexican,c:\owner\,3/31/2020,TRUE,
Region-0,Group-1,681,NEW WAVE CAFE & RESTAURANT,Redwood Estates,95044,CA,37.189396,-121.705327,-8,1,"37.189396,-121.705327",Yes,,68,African,c:\owner\,3/31/2020,TRUE,
Region-0,Group-2,682,MEDITERRANEO,Eureka,95502,CA,40.814595,-124.08052,-8,1,"40.814595,-124.08052",Yes,,89,Parsian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-3,683,POPEYES LOUISIANA KITCHEN,Redding,96001,CA,40.56816,-122.41519,-8,1,"40.56816,-122.41519",Yes,,95,Asian,c:\owner\,3/31/2020,TRUE,
Region-0,Group-4,684,PARADISE ALLEY BAR,Columbia City,97018,OR,45.891952,-122.8132,-8,1,"45.891952,-122.8132",Yes,,12,Parsian,c:\owner\,3/31/2020,TRUE,
